交易时间,公众账号ID,商户号,子商户号,设备号,微信订单号,商户订单号,用户标识,交易类型,交易状态,付款银行,货币种类,总金额,企业红包金额,微信退款单号,商户退款单号,退款金额,企业红包退款金额,退款类型,退款状态,商品名称,商户数据包,手续费,费率
`2015-04-27 10:26:54,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092422645,`wx36177abf9259c7ff1430101606,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`4.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 10:28:17,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092422645,`wx36177abf9259c7ff1430101606,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003922500,`101611872015042700924226451430101696,`6.00,`4.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 13:55:13,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092857517,`wx36177abf9259c7ff1430114101,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`5.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 13:56:08,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092863509,`wx36177abf9259c7ff1430114140,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`3.50,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 13:56:14,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092856384,`wx36177abf9259c7ff1430114167,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`4.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 13:56:37,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092867299,`wx36177abf9259c7ff1430114189,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 13:57:58,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092867299,`wx36177abf9259c7ff1430114189,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003923795,`101611872015042700928672991430114277,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 13:58:21,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092856384,`wx36177abf9259c7ff1430114167,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003945610,`101611872015042700928563841430114301,`6.00,`4.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 13:58:43,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092863509,`wx36177abf9259c7ff1430114140,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003932160,`101611872015042700928635091430114322,`6.00,`3.50,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 13:59:06,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092857517,`wx36177abf9259c7ff1430114101,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003932161,`101611872015042700928575171430114346,`6.00,`5.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 13:59:32,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092870913,`wx36177abf9259c7ff1430114363,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 14:00:19,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092870913,`wx36177abf9259c7ff1430114363,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003945611,`101611872015042700928709131430114419,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 14:06:54,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092880775,`wx36177abf9259c7ff1430114803,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`5.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 14:08:16,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092882557,`wx36177abf9259c7ff1430114860,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`3.50,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 14:08:41,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092878978,`wx36177abf9259c7ff1430114915,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`4.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 14:09:02,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092906028,`wx36177abf9259c7ff1430114935,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 15:50:13,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093122415,`wx36177abf9259c7ff1430121002,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 15:50:38,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093112086,`wx36177abf9259c7ff1430121028,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 15:51:02,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093116473,`wx36177abf9259c7ff1430121053,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 15:51:26,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093117667,`wx36177abf9259c7ff1430121079,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`SUCCESS,`CFT,`CNY,`6.00,`1.00,`0,`0,`0,`0,`,`,`海参,`,`0.04000,`0.60%
`2015-04-27 16:05:04,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093117667,`wx36177abf9259c7ff1430121079,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003946858,`101611872015042700931176671430121904,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:05:29,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093116473,`wx36177abf9259c7ff1430121053,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003934962,`101611872015042700931164731430121929,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:06:07,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092880775,`wx36177abf9259c7ff1430114803,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003944266,`101611872015042700928807751430121967,`6.00,`5.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:06:55,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093112086,`wx36177abf9259c7ff1430121028,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003942085,`101611872015042700931120861430122015,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:07:22,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092882557,`wx36177abf9259c7ff1430114860,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003952823,`101611872015042700928825571430122041,`6.00,`3.50,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:08:28,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270093122415,`wx36177abf9259c7ff1430121002,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003934963,`101611872015042700931224151430122108,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:10:45,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092906028,`wx36177abf9259c7ff1430114935,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003943660,`101611872015042700929060281430122245,`6.00,`1.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:11:10,`wx36177abf9259c7ff,`10161187,`0,`,`1004180035201504270092878978,`wx36177abf9259c7ff1430114915,`o6j3_slGFxHznO8Iur9Sl4-xCUWo,`NATIVE,`REFUND,`CFT,`CNY,`0,`0,`2004180035201504270003934967,`101611872015042700928789781430122270,`6.00,`4.00,`ORIGINAL,`SUCCESS,`海参,`,`-0.04000,`0.60%
`2015-04-27 16:53:34,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093258018,`wx36177abf9259c7ff1430124808,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
`2015-04-27 17:01:42,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093249976,`wx36177abf9259c7ff1430125296,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
`2015-04-27 17:02:58,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093256371,`wx36177abf9259c7ff1430125368,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
`2015-04-27 17:17:18,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093288345,`wx36177abf9259c7ff1430126229,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
`2015-04-27 17:24:23,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093313879,`wx36177abf9259c7ff1430126657,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
`2015-04-27 17:48:22,`wx36177abf9259c7ff,`10161187,`0,`,`1008260035201504270093363688,`wx36177abf9259c7ff1430128094,`o6j3_spyEyqcSTWzASEBvehkQm-A,`NATIVE,`SUCCESS,`CFT,`CNY,`0.01,`0.00,`0,`0,`0,`0,`,`,`海参,`,`0.00000,`0.60%
